,userid,movieid,rating
637,A8JZJ2YKO83FP,29,5.0
638,A35FVAX55MDJ6Z,29,5.0
639,A37A44LEGU3T45,29,5.0
640,A2JO9RX1IZZGAH,29,5.0
641,A3AW8XP45YVIIZ,29,5.0
642,AMW9MPUISUPBO,29,5.0
643,A2YN8XPTHXC41Q,29,5.0
644,A1LSHLA6SY0N1S,29,5.0
645,ASJMQXL151RHN,29,5.0
646,A2PAAM6ILGBAKM,29,5.0
647,A2JSR55IWC7HWO,29,4.0
648,A1LEMO6BI9LTPF,29,5.0
649,A37QXI1R7STJ9Z,29,5.0
650,A3RYTYQPF0OZ48,29,5.0
651,AADYBHJDIAR5K,30,4.0
652,AC9A3ETOBNVIW,30,5.0
653,AUBQLZIJDARTS,31,5.0
654,A1QYU815OBKZSR,31,5.0
655,A2T2HPQ16WP4XD,32,4.0
656,AV4F7AERY36IC,32,5.0
657,A1S396CSB63Y25,33,5.0
658,ALAK71D4JK3DH,34,5.0
659,AYXLGCAR90PH8,35,5.0
660,A1O3QX86HSIW4E,36,5.0
661,A1O3QX86HSIW4E,37,5.0
662,A1O3QX86HSIW4E,38,5.0
663,A1Z4040VKCTXAO,39,5.0
664,A2TLHQXTR4ZF8E,39,5.0
665,A3B7MNC1SHIAHG,39,5.0
666,A2HTHW9ABEJ7A8,40,5.0
667,A1TO9IOS06MVEG,40,5.0
668,A28JP9DX106FQD,40,5.0
669,A353DXVDN3ANSW,41,5.0
670,A3R19BJI6JZ93Q,42,5.0
671,AM8OXQI5A3MRM,43,5.0
672,ANEDLXQSCJT3O,43,5.0
673,A2HBNPXYYA2TO8,43,5.0
674,A3K6KB64LAKMUU,43,5.0
675,A169JXRGHIFPM0,43,5.0
676,A3EKSOZGHAD9F4,43,4.0
677,A9AKW5ZRNGWWH,43,5.0
678,A2HN9DY1P5HBNY,44,5.0
679,A2SVJWQVC7ZDMT,44,5.0
680,A2SVJWQVC7ZDMT,140,5.0
681,A3O2VQOWF2D4AC,45,1.0
682,A3TNNL09TGRX09,46,5.0
683,A2BOKO22EDKBNF,47,5.0
684,A1UYY4EDFXICVX,48,5.0
685,A26NO1GPWFB40B,49,5.0
686,A9GLPK2CWHXON,50,5.0
687,A35RXHCGGWEXQH,51,4.0
688,A2B2MJRZXFOLJH,51,5.0
689,A23TUORMC831W5,52,2.0
690,A1TX5ISH1QH3WK,52,2.0
691,A1K61W5X2R7N55,52,4.0
692,A1I8JD0L3XY2XH,52,3.0
693,A20CMHT4LYLHZH,52,5.0
694,A2F3N8D5FWSPWT,52,1.0
695,A29OL05B41N78U,52,5.0
696,A18PO31YO9FHG9,52,4.0
697,A17MM7I77G1025,52,3.0
698,A1JD2QDTZ4Q39F,52,5.0
699,AI5JFPE18IG0I,52,5.0
700,A140LNT1YT0GQB,52,4.0
701,A37TK8872H53R7,52,1.0
702,A1BLG66QZM9REM,52,4.0
703,AZ6GWYXK6IR84,52,1.0
704,A27Q4DF28WSNL9,52,5.0
705,A3IRSP6TAGHG3A,52,5.0
706,AAQB00CK6R301,53,1.0
707,A21T2ICA9BU43T,53,1.0
708,A22BMV0HNVE2NB,53,4.0
709,A1X90SEW99DK3G,54,5.0
710,A1X90SEW99DK3G,86,5.0
711,A1IYIHINTXXJTQ,55,5.0
712,A2FL6M7TGYL3B7,56,5.0
713,A1KBUKTI5YXA49,57,5.0
714,AX9GYP3BMRQV3,58,1.0
715,A1LY0TCN8ICY60,59,2.0
716,A1PYYIHEX0K6LB,60,1.0
717,AGV0RUQJHFW3S,61,5.0
718,A2UI4WH2OOB7FY,62,1.0
719,A2LP0LMF2VY5IW,62,5.0
720,A2F1LBNVVPJ51K,62,1.0
721,A1DTOHMM2Y5KY0,62,5.0
722,A1CJ1GKLV202TS,63,5.0
723,AJSTKYP356C83,64,3.0
724,A19OOIXU7I2DVJ,65,5.0
725,AE13WUCDPT285,66,5.0
726,A17NYSZ5P23I4D,67,1.0
727,A17NYSZ5P23I4D,69,1.0
728,A1MSEOWQZGD2R2,68,5.0
729,A9Z950JGNI9LL,70,5.0
730,A3F6WEP0SICVWS,70,5.0
731,AK3CSMHJKC451,71,4.0
732,AKATU2QNQKFML,72,5.0
733,A3BIIQC3A935LS,73,2.0
734,A33Q0WEEUQ32TX,74,5.0
735,A3196LJ4ZQPGND,75,5.0
736,A1LS8YLFK644WQ,76,5.0
737,A1FSV5YZL9J5OK,76,5.0
738,A3EVDRB2NK2UHS,77,5.0
739,A3EVDRB2NK2UHS,79,5.0
740,A3EVDRB2NK2UHS,88,4.0
741,A3EVDRB2NK2UHS,99,5.0
742,AF9D2YR94N9XA,78,5.0
743,A3JAIZQ5RS064X,79,5.0
744,A1Y4GYXJIBXCHA,80,4.0
745,A1SSC0O06STX0X,81,5.0
746,A2Z8PQRQRLUF3V,81,4.0
747,A1K5DUV1L52MUD,81,4.0
748,A643JQRD3X0SG,81,1.0
749,A3UFKREKVYT8PX,81,5.0
750,A2893D13AAWHK4,81,5.0
751,A30EECYRWMYW0N,81,5.0
752,A2SHXYECIJG73U,81,5.0
753,A34QPO5XTXJOSN,81,4.0
754,AOKQRQ22LP6CG,81,5.0
755,A3DO1C84CNNVGI,81,5.0
756,A3EE8OSA9LIT7Y,81,5.0
757,A102Z4PIK7CYD8,82,5.0
758,A3RJP3C9D6XDYT,82,5.0
759,A3RJP3C9D6XDYT,94,5.0
760,A2AOZQ3WTNVVOK,83,3.0
761,ADAOY0MXYLJTN,84,5.0
762,A38AKGF4LDHD9H,85,5.0
763,A2XVRCU5DQBULH,85,5.0
764,A1HFKUE4IDNZZ6,85,5.0
765,A2AXRTL5DZRKG4,86,3.0
766,A2D58CURLPF7GE,86,5.0
767,A4HSFJ9B73WYR,86,5.0
768,A17DBY927PTFOB,86,5.0
769,A36JA0Z0ZAS434,86,5.0
770,A3IEV6R2B7VW5Z,86,5.0
771,A3EOXJC4682YG0,86,5.0
772,A2H3ISQ4QB95XN,86,4.0
773,ALK6Q4T2JVHK5,86,1.0
774,A2PX6O292CD45B,86,5.0
775,A3I66IXERB9WS3,86,5.0
776,A3KCVL8H2JMCWG,86,5.0
777,A1LKAUJTCHJMSJ,86,5.0
778,A6GMEO3VRY51S,86,5.0
779,A6GMEO3VRY51S,90,4.0
780,A6GMEO3VRY51S,92,5.0
781,A6GMEO3VRY51S,95,5.0
782,A6GMEO3VRY51S,102,5.0
783,A3E102F6LPUF1J,86,5.0
784,A3E102F6LPUF1J,91,5.0
785,A3E102F6LPUF1J,103,5.0
786,A3E102F6LPUF1J,107,5.0
787,A32MQX1KLEHYKZ,86,5.0
788,A32PY11I1I9GEZ,86,5.0
789,A1OUGM8CVX8CEI,86,5.0
790,A1YAQIF1T73OU1,86,5.0
791,AR5PEVEEGSJ37,87,5.0
792,A2MMLVFUJX6VNH,89,5.0
793,A2MMLVFUJX6VNH,92,5.0
794,A262MT838ZYKA5,89,5.0
795,A3FJMMA6SD39B2,89,5.0
796,A3FJMMA6SD39B2,103,5.0
797,ABFW2X0CMQM24,89,5.0
798,ABFW2X0CMQM24,91,5.0
799,ABFW2X0CMQM24,103,5.0
800,A2P7YXVXFCEARK,89,5.0
801,A2B8QMAW3RLAB1,89,4.0
802,A61GWP334KBZB,89,5.0
803,A61GWP334KBZB,103,5.0
804,A36SGCXBOG2AUX,89,2.0
805,A24EYLVHMTF35O,89,5.0
806,A19LDCMS24IE5C,89,5.0
807,A19LDCMS24IE5C,103,5.0
808,A11KP5UH2CT949,89,5.0
809,A11KP5UH2CT949,91,5.0
810,A11KP5UH2CT949,92,5.0
811,A3035HGVP0BS2R,89,5.0
812,A20VTMEUX1RLFZ,89,5.0
813,A20VTMEUX1RLFZ,92,5.0
814,AD5JI9UN98JPH,89,5.0
815,AD5JI9UN98JPH,92,5.0
816,AD5JI9UN98JPH,103,5.0
817,A2FOKR44H3JYX7,89,1.0
818,A1LBGXE29GG1IR,89,5.0
819,A1LBGXE29GG1IR,103,5.0
820,A3NMKKQ5RCMW0K,89,5.0
821,A2O90QH9ADABL4,89,5.0
822,AOA38VG33IQRD,89,5.0
823,A1D64BNDLQ8DI9,89,5.0
824,A2A54VLS6GNHZ6,89,5.0
825,A3EYEAQKYRIH1E,89,5.0
826,AFR8IYC2QBDUC,89,3.0
827,ABWVX0OVN89AL,89,5.0
828,A3H82LUT1EC655,89,5.0
829,A3H82LUT1EC655,91,5.0
830,A3H82LUT1EC655,92,5.0
831,A3H82LUT1EC655,103,5.0
832,A3UQ92E86ORIVK,89,5.0
833,A3SPENWJVW3OBC,89,5.0
834,A3CWH6VKCTJAD,89,4.0
835,A3CWH6VKCTJAD,91,3.0
836,A3CWH6VKCTJAD,92,5.0
837,A3LRCCVRZAT9A1,89,5.0
838,A2UBSGFCP2QFNV,89,4.0
839,A2UBSGFCP2QFNV,92,5.0
840,A2UBSGFCP2QFNV,103,4.0
841,A22TJTZ3VXDUEH,89,5.0
842,A3CTOYWB73TMM0,89,4.0
843,A2ISIQ68EPCOH9,89,5.0
844,AEHZ0WTNKSL79,89,5.0
845,A39MZG7RIZHDF1,89,5.0
846,A19VKAE39C5U7H,89,5.0
847,AB4VNZUXV2BD9,89,3.0
848,A4GPHAI2LRIQI,89,5.0
849,A1HAKTLT8NPS3I,89,3.0
850,A240QB45BSMDAN,89,5.0
851,A240QB45BSMDAN,103,5.0
852,AL6STUVMOD095,89,5.0
853,A173YVKVW3EUM,89,5.0
854,A3P1HYLA6NYFC5,89,4.0
855,AZ3DR8VQMQH2N,89,5.0
856,A4P2P0GAMR7XX,89,5.0
857,A3SGBLYWBCXJRW,89,5.0
858,A1GYZANY7F21KT,89,3.0
859,A2AEX60U4M86T0,89,5.0
860,A1MF60XUU26417,89,5.0
861,A2ZD5W052NZV87,89,5.0
862,AAJ3ECB0R49UX,89,5.0
863,A3M18RHU53F42V,89,5.0
864,A1IPKJARF1L5AT,89,5.0
865,A25KKXUQQ0OLWB,89,4.0
866,A25KKXUQQ0OLWB,92,3.0
867,A25KKXUQQ0OLWB,103,5.0
868,A1S2KPVL5LHC9Y,89,5.0
869,A1HT6J8CJNCHHM,89,5.0
870,A2Y68BUZJEX7K9,89,4.0
871,A35QFAQ4SCSYKR,89,5.0
872,A2HLZZXTT8CBFD,89,5.0
873,AW6K50K8ON8WH,89,5.0
874,A3D9KO6R1JB845,89,5.0
875,A3D9KO6R1JB845,103,5.0
876,A2WBNKY07V414Y,89,3.0
877,A1JN58PTDXXT63,89,5.0
878,A1JN58PTDXXT63,92,5.0
879,A1JN58PTDXXT63,103,5.0
880,A2KMAVVQ322EE5,89,1.0
881,A2TIO1SVM1J3KJ,89,5.0
882,A39EEK9TZOXYWN,89,5.0
883,A1V44USQTM2WX4,89,5.0
884,A1V44USQTM2WX4,103,5.0
885,A277TH4AEXYUIC,89,2.0
886,A2BF74G3UIWVHH,89,5.0
887,A1OB5NTW55VYHW,89,5.0
888,A2NMXYVQYTWMLD,89,5.0
889,A2NMXYVQYTWMLD,103,4.0
890,A39LLNTVTUMP2U,89,4.0
891,A3EOHYIHQM3KK,89,3.0
892,A2GPA8G4EJX2N5,89,5.0
893,A2B7BUH8834Y6M,89,5.0
894,A2B7BUH8834Y6M,91,5.0
895,A2B7BUH8834Y6M,92,5.0
896,A10G872Q0YU867,89,5.0
897,A3VEB3Z0YV2JV9,89,5.0
898,A36ZCBPPL2MSRG,89,5.0
899,A36ZCBPPL2MSRG,91,5.0
900,A36ZCBPPL2MSRG,92,5.0
901,A3GUWVZY1VR7PG,89,5.0
902,A1S3F7ZM1IS8K6,89,5.0
903,AHEJL87RYC547,89,5.0
904,A347MRCA48RV4J,89,4.0
905,AP3B615GM191G,89,5.0
906,AP3B615GM191G,103,5.0
907,AP3B615GM191G,127,4.0
908,A1VK3WQ4CRH9RO,90,1.0
909,A2E56WH8WN7HGI,90,5.0
910,A3URMIVRQLZVMO,90,2.0
911,A3LXDOWNIWRXDW,90,1.0
912,A9NTU0YXZRZCL,90,1.0
913,A22TJO4ZZU8S0T,90,1.0
914,A2CWEYXT5OICZL,90,1.0
915,A3BFJE27AMFSB2,90,1.0
916,A10QA1BKQLVUR,90,1.0
917,A39YXX5WIZ9SFB,90,1.0
918,A2OM9C7H7LA4FP,90,1.0
919,A3OWKT7JZV8NT9,90,1.0
920,AS3BJ3X86WERQ,90,1.0
921,A30LV1MEEGAZ96,90,5.0
922,A23UCQFQ84N23C,90,4.0
923,A2IQ08S2FHPNCX,90,1.0
924,A1UE4R8D09DIAS,90,1.0
925,A1E89BHC9S5IFW,91,5.0
926,ANX3ZRZO1OPXQ,91,5.0
927,A2FIPN16G0H7M3,91,2.0
928,A3VD8PY9NFHCXU,91,5.0
929,A1HDKOKK4NVM9H,91,5.0
930,A1DU3XOQ2I8NGK,91,5.0
931,A3VPMKQVXFAL1V,91,4.0
932,A39BCGEF7CNNHW,91,5.0
933,A24WGG04CGGI90,91,4.0
934,A1V5E2LYHO5EO4,91,5.0
935,A1MHLT6PO028N8,91,5.0
936,A34PAZQ73SL163,91,5.0
937,A34PAZQ73SL163,92,5.0
938,A34PAZQ73SL163,127,5.0
939,A1H4VEKCLCPF22,91,5.0
940,A2PSTN471R917E,91,5.0
941,A26V3CM3VE2F7F,91,5.0
942,A1GNZ19FWDR0QU,91,3.0
943,A1GNZ19FWDR0QU,103,5.0
944,A6ZQYRGE22S0A,91,5.0
945,A37DBSEZCA382P,91,5.0
946,A3LK3LF447QGZE,91,5.0
947,A3T6RNYNCEDZ4B,91,5.0
948,A1TNTDT3ODFYET,91,5.0
949,A1TNTDT3ODFYET,103,5.0
950,A26A3IVR1CQKFV,91,5.0
951,A50JHJ9MLSZAN,91,5.0
952,A50JHJ9MLSZAN,92,4.0
953,ARCGI5U8XC3U5,91,5.0
954,A31718D8VOCDGY,91,5.0
955,AJ8AQG2X9JJ2Y,91,5.0
956,A11EOM5Q0OZQ0V,91,5.0
957,A1E8OGV9SO0E0P,91,5.0
958,A166NSCU4K4WX2,91,5.0
959,AVE5QEPT0V834,91,5.0
960,A3T17RESJE84DA,91,5.0
961,A1JNMKAUA7R2UL,91,5.0
962,A38I9ZBZX8KHSV,91,5.0
963,APDI74L45AJGG,91,5.0
964,A41I67QYRAOSQ,91,5.0
965,A8SO8IEX47DB9,91,5.0
966,AMNGIKUGL7JW0,91,3.0
967,A3TD7B0CT1NHO4,91,5.0
968,A3TD7B0CT1NHO4,103,5.0
969,A26HFSVLAGULIM,91,5.0
970,AD9XY4PPS6QHC,91,5.0
971,A3AZXTMKMPF7IY,91,2.0
972,A3VPFGX9QWFXE0,91,5.0
973,A3ULH7FYOIOML6,91,4.0
974,ABMM1URE5LJD4,91,5.0
975,A1TPFZ44VAVDWZ,91,5.0
976,A1E7RPUT3P1PY,91,5.0
977,A14JTAXK8OEVPD,91,5.0
978,A31ZYKXI3OT64L,91,5.0
979,A1L9T5TU7SEBU5,91,5.0
980,A1L9T5TU7SEBU5,92,5.0
981,A2H3IWSPP6BB6,91,4.0
982,A227OFLP2HZD24,91,5.0
983,AKUOLV49ZUIIJ,91,5.0
984,AQ31EGHLHJKY,91,5.0
985,AGLX763WF6Y0Y,91,2.0
986,A1DG5LL4FPR45R,91,5.0
987,ALEJTZ6WB5OMD,91,5.0
988,A2CJL9GK4VDDXE,91,5.0
989,A3HJLWX3FV2MCF,91,5.0
990,A3NT81EUVE8LTB,91,5.0
991,A1JDNRTMVDAFTK,91,5.0
992,A2NLIB986TEESZ,91,1.0
993,A3824EK1R76TXI,91,5.0
994,AZL5HJ2CX4MI0,91,5.0
995,AD3EX5UG7UZPB,91,3.0
996,A2PM0F738SC6T8,91,5.0
997,A2S5IE7QDCKQG3,91,5.0
998,A1GV8XC7RJ5HNE,91,5.0
999,AVQBWQVXU5VR2,91,5.0
1000,A3NWB4PVIA5OFV,91,5.0
1001,A3J2M0DV0WZ0JY,91,5.0
1002,A14OJS0VWMOSWO,91,5.0
1003,A1TIH6E6DXOC72,91,4.0
1004,A20XGN79DR0CRK,91,5.0
1005,A20XGN79DR0CRK,92,5.0
1006,A2AL3G901ZFFVE,91,4.0
1007,A2VSM3PGE1ZJ31,91,5.0
1008,ACE89I7YDRLK7,91,4.0
1009,A3SXFF9QGG3ZI9,91,5.0
1010,A2EAOKEBPBTJL1,91,5.0
1011,A1R7HOK115JUSI,91,5.0
1012,ARAFAG3KHVVXN,91,5.0
1013,A2PRN2CYR8DY08,91,1.0
1014,AYJ9CLZVWSWS5,91,5.0
1015,AJA31MLW42CQB,91,5.0
1016,AZBR3A600VWOX,91,5.0
1017,A2MOE4O6V8W4Z5,91,5.0
1018,A1JC0STX1TKDU,91,5.0
1019,AZMQBILE2XLTM,91,3.0
1020,A26WKV3GAN2UOK,91,2.0
1021,A1CKQTCEX5LMGD,91,5.0
1022,A3NI1LJDBXPQLK,91,5.0
1023,ASMOI1DCK0K93,91,5.0
1024,A2V4DLZ82WHPBJ,91,4.0
1025,A1OOHB5H6DM6Y0,91,5.0
1026,A1OOHB5H6DM6Y0,103,5.0
1027,AYPDD4CRM1EJ3,91,5.0
1028,A1XJOSJN6FHFO0,91,5.0
1029,A1XJOSJN6FHFO0,103,5.0
1030,A28CZTN14Y4Z1O,91,5.0
1031,A33VSJX24ITEEX,91,5.0
1032,A1LGXQPEK2PHIH,91,5.0
1033,AWHN6YKMNQQVF,91,5.0
1034,A3OAQJRE8Z62OZ,91,1.0
1035,A3O8TP2RRVHMZ,91,5.0
1036,A26U24D5UYEVW2,91,5.0
1037,A1ALD09SAYLVYI,91,5.0
1038,AHR2IML470JLO,91,5.0
1039,A2G4QGOS1I6IWQ,91,4.0
1040,AOQQTRHJJRC36,91,5.0
1041,A26RLSPEZI7RMY,91,5.0
1042,AAKOH5C6JOKVW,91,5.0
1043,A2FONUH88FC1EQ,91,5.0
1044,A2YP1HYB6Q0JEQ,91,5.0
1045,A2YP1HYB6Q0JEQ,92,5.0
1046,A2YP1HYB6Q0JEQ,103,5.0
1047,A2LR7X3S8DLGBB,91,4.0
1048,A7PNGDNJCZ2KL,91,1.0
1049,A2QWILPIRWUVP2,91,5.0
1050,AZ0MUPV0DU1R9,91,1.0
1051,AZ0MUPV0DU1R9,92,5.0
1052,A2B1FQE2D9PQDF,91,3.0
1053,ALL6HHDG8FXKG,91,5.0
1054,A2TJW1K1OLYXZS,91,5.0
1055,A1FZFJ3RUY518E,91,5.0
1056,A3B2B7Z7CF9KWZ,91,5.0
1057,A1POFVVXUZR3IQ,91,5.0
1058,A3UT41TWD7N0D5,92,5.0
1059,ANCJJNSF83MU1,92,5.0
1060,A14B6R2A74AX0X,92,5.0
1061,A1MRD6H7SDSRO7,92,5.0
1062,A2SHK2Q0X0SOW2,92,5.0
1063,A565MCNODMHC7,92,5.0
1064,A2ZBHG85BL6K3C,92,5.0
1065,A2F6O5R9KL8SKS,92,5.0
1066,A2U0QECWFTJI57,92,4.0
1067,A1BIBJZOO9BRQJ,92,5.0
1068,AT3MX12QLFPD6,92,5.0
1069,AYLB420N46FLK,92,5.0
1070,A3BV1C9M7MXHCH,92,5.0
1071,AU9XHH0D4PG4J,92,2.0
1072,A1Z54EM24Y40LL,92,5.0
1073,A1Z54EM24Y40LL,127,5.0
1074,A1ZI2W162HAVWD,92,5.0
1075,A3H4O74WCKOO9O,92,5.0
1076,A2E3XQQZSA2VXK,92,5.0
1077,A3A570DAI2Z0RL,92,5.0
1078,A1WG2OEWZ4GVPI,92,5.0
1079,A17LR9UBP5CRHP,92,5.0
1080,A15TNUM2PBS6F0,92,5.0
1081,A27TQA0XCZUXZY,92,4.0
1082,A27TQA0XCZUXZY,103,5.0
1083,ANH1RA5MCKKTK,92,5.0
1084,A1I74FIEYJM9EP,92,5.0
1085,A2Y83LOXK1URXH,92,3.0
1086,A2B62696PNFIJO,92,5.0
1087,AMDYWSQAGXJ3M,92,5.0
1088,A2SC1NB60TVAKU,92,5.0
1089,A2SC1NB60TVAKU,103,5.0
1090,A3FNF36SELJ49S,92,5.0
1091,A3SPVZZ3P3HTYY,92,5.0
1092,A1GYV9PJ0U8ERX,92,5.0
1093,A397RBOXRMH2SZ,92,5.0
1094,ATH4RO9LE8DOE,92,5.0
1095,A23MX852UX54I9,92,4.0
1096,A1XSXUBCNFIM3W,92,5.0
1097,A1XSXUBCNFIM3W,95,5.0
1098,ASHSJWNY2TEGR,92,5.0
1099,A22BPC7LRSGSYQ,92,5.0
1100,A212F5EUK3DSP3,92,5.0
1101,A3FBFQ2P1D5YVU,92,5.0
1102,AETU6WZAUMX53,92,5.0
1103,A2NOARZAAEHMEZ,92,5.0
1104,A2AGUKSRTPI0J6,92,5.0
1105,AEY85DNREUBBJ,92,5.0
1106,A2CY7B7WX513ZD,92,5.0
1107,A2NJO6YE954DBH,92,5.0
1108,A2NJO6YE954DBH,103,5.0
1109,A2NJO6YE954DBH,127,5.0
1110,A3F3FFV942NJRL,92,5.0
1111,A3CN9T3WFMEWDT,92,5.0
1112,AN28FUG6NBF0I,92,5.0
1113,A2W7C0V4G36EB9,92,3.0
1114,A1VQWG9YIUDFI9,92,5.0
1115,AHYN0IRP5MB57,92,5.0
1116,AHYN0IRP5MB57,103,5.0
1117,A1QBLUW26F382C,92,5.0
1118,A1HKOSWNI7DOO3,92,5.0
1119,AR1V3J96GNX4X,92,5.0
1120,A2T4N81T3WK3EW,92,5.0
1121,A1YUOGDE7FAWGM,92,5.0
1122,A28X3MA22WX302,92,5.0
1123,A88A8EX949W5V,92,5.0
1124,A1XJIYJ6LAPU5S,92,2.0
1125,A18SDN3HYFVH2L,92,4.0
1126,A5QE86H97FDJA,92,5.0
1127,A31XT7W9LM41FE,92,5.0
1128,A2SX1068IPJW5E,92,5.0
1129,A32PF0QF7BAGX1,92,5.0
1130,A1OBPHRXHZF8P6,92,5.0
1131,A1OBPHRXHZF8P6,103,5.0
1132,A3ARJ16772TKHT,92,4.0
1133,A12LO78RJ7NQYM,92,5.0
1134,AUOKCZN66E8QQ,92,5.0
1135,AZBYZJVNUT9GX,92,5.0
1136,A1U7TAQ49IX3LP,92,5.0
1137,A3SOJ4VNO8DT1A,92,5.0
1138,A22M7MNZ7D50RV,92,4.0
1139,A1LL2RQF44RGAA,92,5.0
1140,A1Z8RVZ3CVE4T4,92,5.0
1141,ACLIFKQXESFLP,92,5.0
1142,A5BKK3S1NGM5O,92,3.0
1143,A1ZAN7KBME97B3,92,3.0
1144,A1ZAN7KBME97B3,103,4.0
1145,A2T40Y2SNTE0I9,92,5.0
1146,A2T40Y2SNTE0I9,103,5.0
1147,ACC5VPZHR3B5Q,92,5.0
1148,A7BQF2Y5QBIC0,92,5.0
1149,AFEN54UGJQOK9,92,5.0
1150,AXPH696ZBBOOZ,92,5.0
1151,A6UPPB50RGTI5,93,5.0
1152,A14BTJRH9VNLJJ,93,5.0
1153,AJFTX3UCA0H8U,94,4.0
1154,A1C02Z83O2MJHO,94,4.0
1155,A10EH95EUDO9W3,95,3.0
1156,A1KD93LN4BHUT3,95,5.0
1157,ASI7VPHDF9PTA,95,1.0
1158,AVYD61SLQ05RF,95,1.0
1159,A3N95ESK3Z42GO,96,5.0
1160,A26YC3QA62VNEI,96,5.0
1161,A2SF62U573TVXF,96,5.0
1162,A29Z52ABWQEMV0,97,5.0
1163,A29PZWOTLZFKOL,97,4.0
1164,A27P61CJ0S5T2H,97,5.0
1165,AQ6AGWKWMTY8H,97,5.0
1166,A25L263KTN3H4C,97,5.0
1167,A247YOZBAQLY2D,98,5.0
1168,A18BDOCEYYVCJ8,99,3.0
1169,A2G1BMXBBZRPEP,100,4.0
1170,AN73ATR54YW4Q,101,5.0
1171,A2HU6BQWUVOGCD,101,5.0
1172,A2G7OQHFIDEVN7,101,5.0
1173,A2CE3CSB27J1BH,101,5.0
1174,A2ZEIWPF8NM8YS,101,5.0
1175,A2UQIIJ2CD8REE,102,3.0
1176,A3QO5OF1XMUBIS,103,5.0
1177,A1DTCJV6KOMJOA,103,5.0
1178,A1UF249JR2XI5S,103,5.0
1179,A1G0VFQ9198IUF,103,5.0
1180,A4P4UV6J5SW4I,103,5.0
1181,A2BMUB3WU952KQ,103,5.0
1182,AFTAWFCUC3RJZ,103,5.0
1183,A2ZM9BGE3K3SY2,103,5.0
1184,A1YBVQZ2RO5YR3,103,5.0
1185,ADH8OLVJKT05Z,103,5.0
1186,A63UGRJ7AUSS5,103,5.0
1187,A2UW5WY3UREXNP,103,1.0
1188,AAH8IUFEW4QYG,103,5.0
1189,A2R27SS7HLFWQ2,103,5.0
1190,A2252UYH2PPSGK,103,4.0
1191,A250LGLSPU5N59,103,5.0
1192,A25VX6W6GWALBR,103,5.0
1193,A2T3LYZGYDQ5JV,103,5.0
1194,A19Z4NGLI7TNKS,103,4.0
1195,AS7EDIB79LVS9,103,5.0
1196,A19GUF4NUVYGIP,103,3.0
1197,A160AB64G2E949,103,5.0
1198,A3AKXGFYQIRUWD,103,5.0
1199,A2938H1CUSI660,103,5.0
1200,AVBRJYZH2WFFO,103,5.0
1201,ANEMTTOQG49T9,103,5.0
1202,AY69ZK7G6CNYJ,103,5.0
1203,AY69ZK7G6CNYJ,127,5.0
1204,A2FTHCGH06O4Y5,103,5.0
1205,A35XUI9HGMAJEX,103,5.0
1206,A1QA3HN1WELVKZ,103,5.0
1207,AHODVLFX12MY1,103,1.0
1208,AJ34DZU9MYMUE,103,3.0
1209,A3FC1UOBKJ7YUH,103,5.0
1210,A3R1HGDEWWL3G8,103,5.0
1211,AHS1KD4CKB08D,103,5.0
1212,A2Q341G6GJDBAT,103,5.0
1213,A27F8J2MY6LKOK,103,5.0
1214,AMDFXI9GWJPX1,103,5.0
1215,A3POP3AO0D5GRV,103,5.0
1216,A1Q8JU9IQPB5ZR,103,5.0
1217,A2O7XXGIOYVR8R,103,5.0
1218,A2O7XXGIOYVR8R,127,5.0
1219,A29GRWOXHFMOLK,103,5.0
1220,A2ZEQM9EX9GAMN,103,5.0
1221,A2XQA37LQI40KM,103,5.0
1222,A2PDYZFSYRNXKS,103,5.0
1223,AOYTQFRLD8VLP,103,5.0
1224,A2L8FYT0LPTM48,103,5.0
1225,A3AB4HQ9HYY7EJ,103,5.0
1226,A2LODHCM4K9GNJ,103,5.0
1227,A2M7J1SNS7HS6Y,103,5.0
1228,A1ILO7DWH03JBN,103,5.0
1229,A2YHAHGMEZLT27,103,4.0
1230,A2TWPL984OQ5DN,103,1.0
1231,A25687G25YYJLO,103,5.0
1232,A1GZLASWROSZOJ,103,1.0
1233,A2TXR85WQLE32N,103,4.0
1234,A1WTAR27Z4JIA1,103,5.0
1235,A1XYHEBZVXGKX1,103,5.0
1236,A2M5FI4CB6VUXF,103,5.0
1237,A1CH837Q4WFV19,103,1.0
1238,A3GJFQ54MYU0SK,103,4.0
1239,A1VF6DTY6QKGAC,103,5.0
1240,A1R3GO92Z5MP3Q,103,5.0
1241,A2OXDJP1Z3LNOK,103,5.0
1242,A2SI9C9XZLU00M,103,5.0
1243,A1CFS3CTJ3YSHV,103,5.0
1244,A4PPZNQF1X2IY,103,5.0
1245,A2J6SUVSUJH0OQ,103,5.0
1246,A2RTWCLPRY10EE,103,5.0
1247,A2MHSG6GPW910M,103,5.0
1248,AUQS4NA4TG6V7,103,5.0
1249,A3RHFIMN42TM03,103,5.0
1250,ACIBQ6BQ6AWEV,103,4.0
1251,ACIBQ6BQ6AWEV,127,3.0
1252,A17L7Q00FMCXZL,103,1.0
1253,ATZ1LTONGHOP6,103,3.0
1254,A3J6F67GR4CFPJ,103,4.0
1255,A2IZEPLTM8NW29,103,1.0
1256,A2IZHS56N6FRHK,103,5.0
1257,A18SB6YZXTOF7W,103,5.0
1258,AOKE2TB7YKUZ9,103,3.0
1259,AI21KONA8CYKV,103,5.0
